Nome Completo;Nome Urna;Cargo;Número;Partido
CARLOS EDUARDO UTUARI;CARLINHOS DA TRILHA;Deputado Estadual;55044;PSD
CARLINHO NASCIMENTO SILVA;CARLINHOS PAULISTA;Deputado Estadual;36358;AGIR
CARLOS ALBERTO ROSSI;CARLINHOS ROSSI;Deputado Estadual;40666;PSB
CARLOS AUGUSTO ABRANCHES;CARLOS ABRANCHES;Deputado Estadual;23510;CIDADANIA
CARLOS AUGUSTO RODRIGUES;CARLOS AUGUSTO;Deputado Estadual;29292;PCO
JOSE CARLOS FERREIRA DA SILVA;CARLOS BRAGA;Deputado Estadual;36089;AGIR
CARLOS CEZAR DA SILVA;CARLOS CEZAR;Deputado Estadual;22112;PL
CARLOS AUGUSTO DA CUNHA SILVA;CARLOS CUNHA;Deputado Estadual;23777;CIDADANIA
CARLOS ALBERTO FABRINI;CARLOS FABRINI;Deputado Estadual;51447;PATRIOTA
CARLOS ALBERTO GIANNASI;CARLOS GIANNAZI;Deputado Estadual;50789;PSOL
CARLOS LEDUAR DE MENDONÇA LOPES;CARLOS LEDUAR;Deputado Estadual;14810;PTB
CARLOS LOTHAR KAUTZA;CARLOS LOTHAR;Deputado Estadual;44500;UNIÃO
ANTONIO CARLOS TRIGO;CARLOS TRIGO;Deputado Estadual;12300;PDT
CARLOS ANTONIO VILELA;CARLOS VILELA;Deputado Estadual;55255;PSD
MARIA DO CARMO PORTELA RUMBO;CARMEM PORTELA;Deputado Estadual;19991;PODE
CARMEN DA SILVA FERREIRA;CARMEN SILVA;Deputado Estadual;40300;PSB
CAROLINE STAFOKER DA SILVA;CAROL DA BANCA;Deputado Estadual;30077;NOVO
CAROLINE GOMES FERREIRA DE MELLO;CAROL GOMES;Deputado Estadual;23123;CIDADANIA
CAROLINA CASSACA NOEL;CAROL NOEL;Deputado Estadual;90905;PROS
CAROLINA RIBEIRO FREITAS;CAROL RIBEIRO;Deputado Estadual;45055;PSDB
CAROLINE STEINMETZ;CAROL STEIN;Deputado Estadual;55055;PSD
CAROLINA ZANIRATO BUZONI;CAROL ZANIRATO;Deputado Estadual;30015;NOVO
CAROLINA ANGELELLI;CAROLINA ANGELELLI;Deputado Estadual;55212;PSD
MARIA CAROLINA DA SILVA TAVARES CRUZ;CAROLINA TAVARES;Deputado Estadual;36228;AGIR
EBION PEREIRA DA COSTA;CARTEIRO EBION;Deputado Estadual;90666;PROS
JORGE LUIS CARUSO;CARUSO;Deputado Estadual;15000;MDB
CASSIANE DE MELO FERNANDES;CASSIANE MELO;Deputado Estadual;15157;MDB
CASSIANO ROSADO CORREIA;CASSIANO ROSADO;Deputado Estadual;40650;PSB
CASSIO LUIZ DE OLIVEIRA;CASSIO L. OLIVEIRA;Deputado Estadual;14775;PTB
CÁSSIO DE CASTRO NAVARRO;CÁSSIO NAVARRO;Deputado Estadual;15999;MDB
OSCAR CASTELO BRANCO DE LUCA;CASTELLO BRANCO;Deputado Estadual;22288;PL
CÁTIA DOS SANTOS MACHADO;CÁTIA MACHADO;Deputado Estadual;50014;PSOL
OSVALDO SANTOS DA SILVA;CB OSVALDO;Deputado Estadual;33400;PMN
JOAO VIANELLE PINTO;CEBOLINHA;Deputado Estadual;36110;AGIR
AMILCAR MARCEL DE SOUZA;CECÉU;Deputado Estadual;43500;PV
CECILIA CLAUDINO GOMES DO AMARAL PEREIRA;CECILIA AMARAL;Deputado Estadual;44767;UNIÃO
CECILIA RANIELE ROSAL SALVADOR;CECILIA ROSAL;Deputado Estadual;14617;PTB
CÉLIA CAMARGO LEÃO EDELMUTH;CÉLIA LEÃO;Deputado Estadual;45200;PSDB
CELSO DA SILVA;CELSO DA USINA;Deputado Estadual;40013;PSB
CÉSAR CAPUTO GUIMARÃES;CÉSAR CAPUTO;Deputado Estadual;40848;PSB
CESAR MICHELON LOUREIRO SANTANA;CESAR OREIA;Deputado Estadual;12400;PDT
CESAR ROCHA ANDRADE DA SILVA;CÉSAR ROCHA PROTEÇÃO ANIMAL;Deputado Estadual;44008;UNIÃO
CESAR EDUARDO GARCIA;CESAR VASQUES GARCIA;Deputado Estadual;27127;DC
ANTONIO DA ROCHA MARMO CEZAR;CEZAR;Deputado Estadual;12222;PDT
LEONARDO DA SILVA BRIGAGÃO;CHANDELLY PROTETOR;Deputado Estadual;19321;PODE
LAURINDO LUIZ CHARBEL MOURA;CHARBEL;Deputado Estadual;27333;DC
CHARLES DOS ANJOS;CHARLES DA LESTE;Deputado Estadual;19233;PODE
CHARLES DOS SANTOS PEREIRA;CHARLES PEREIRA;Deputado Estadual;14016;PTB
CHARLES ROBERTO PAES;CHARLESPAES;Deputado Estadual;40245;PSB
CHAYNI MELO DA SILVA;CHAYNI MELLO;Deputado Estadual;10400;REPUBLICANOS
MARCOS ANDRE DE OLIVEIRA;CHEF MACALÉ;Deputado Estadual;51155;PATRIOTA
HUGO DANTAS DA SILVA;CHEFE HUGO;Deputado Estadual;10310;REPUBLICANOS
CHEILA MARIA SUBENKO OLALLA;CHEILA OLALLA;Deputado Estadual;13400;PT
ALEXANDRE CHICHURRA;CHICHURRA;Deputado Estadual;70600;AVANTE
FRANCISCO ANTONIO DA SILVA;CHICO DA SAÚDE;Deputado Estadual;51351;PATRIOTA
FRANCISCO PEREIRA LIMA;CHICÓ LIMA;Deputado Estadual;45647;PSDB
FRANCISCO DA COSTA NETO;CHICO NETO;Deputado Estadual;55101;PSD
MARCELO LEANDRO BRAGA PALINI;CHILA;Deputado Estadual;11680;PP
ANTONIO EDUARDO DOS SANTOS;CHIQUINHO NOVENTA;Deputado Estadual;55090;PSD
CHIRLEY MARIA DE SOUZA ALMEIDA SANTOS;CHIRLEY PANKARÁ;Deputado Estadual;50522;PSOL
ANDERSON REITANO RICARDO;CHOCO;Deputado Estadual;44004;UNIÃO
CHRISTINA MASSIS DELLA TORRE LEMES;CHRIS MASSIS;Deputado Estadual;90022;PROS
EDNA CHRISTINA SANTIAGO;CHRIS SANTIAGO;Deputado Estadual;20920;PSC
CICERA SEVERINA DA CONCEIÇÃO MUSA;CIÇA MUSA;Deputado Estadual;30123;NOVO
ANTONIO CÍCERO FERREIRA DE ARAUJO;CÍCERO ARAÚJO PROFESSOR;Deputado Estadual;51555;PATRIOTA
CÍCERO LUIZ DE BRITO;CÍCERO BRITO;Deputado Estadual;15153;MDB
CÍCERO JOSÉ DE GOUVEIA;CÍCERO GOUVEIA;Deputado Estadual;33444;PMN
CICERO JOÃO DA SILVA;CICERO JOÃO;Deputado Estadual;55111;PSD
JOSE CICERO FERREIRA DE LIMA;CICERO LIMA;Deputado Estadual;36125;AGIR
CICERO APARECIDO DE MELO;CICERO MELO;Deputado Estadual;44852;UNIÃO
CICERO SEBASTIAO DE ARAUJO;CÍCERO MOSSORÓ;Deputado Estadual;28422;PRTB
CÍCERO PEREIRA DO VALE;CÍCERO PEREIRA;Deputado Estadual;33366;PMN
MARIA APARECIDA SANTOS ARAUJO;CIDA ARAÚJO;Deputado Estadual;36029;AGIR
MARIA APARECIDA DA COSTA BATISTA;CIDA KOSTA;Deputado Estadual;19667;PODE
MARIA APARECIDA AIRES DA SILVA;CIDA MULHERES DE TODAS LUTAS;Deputado Estadual;50150;PSOL
APARECIDO MOREIRA DA SILVA;CIDINHO DO PARAISO;Deputado Estadual;14999;PTB
JOSÉ APARECIDO ALVES;CIDO DA YÁ FARMA;Deputado Estadual;40180;PSB
CINTIA APARECIDA DE MATOS;CÍNTIA MATOS;Deputado Estadual;12388;PDT
CINTIA VANESSA GOMES;CINTIA VANESSA DA JUNTAS;Deputado Estadual;50008;PSOL
CLARICE CARASSOL AREVALO GANEM;CLARICE GANEM;Deputado Estadual;19101;PODE
ANA CLAUDIA PERES LUCAS LOPES;CLAU DE LUCA;Deputado Estadual;22580;PL
CLAUDETE MARTINS SANTOS DE ANDRADE;CLAU MARTINS;Deputado Estadual;20180;PSC
CLAUDETE FERREIRA DA SILVA;CLAUDETE DA ENFERMAGEM;Deputado Estadual;15030;MDB
CLAUDIA CARVALHO DA ROCHA;CLAUDIA CARVALHO;Deputado Estadual;28428;PRTB
CLAUDIA VISONI;CLAUDIA DO ALIMENTA SP;Deputado Estadual;43000;PV
ANA CLAUDIA LEITE FERRARI;CLAUDIA FERRARI;Deputado Estadual;44112;UNIÃO
CLAUDIA SILVIA MACHADO DA SILVA;CLAUDIA MACHADO;Deputado Estadual;10605;REPUBLICANOS
CLAUDIA APARECIDA DE MELLO MONTANARI;CLAUDIA MONTANARI;Deputado Estadual;50001;PSOL
CLAUDIA URIAS;CLAUDIA URIAS;Deputado Estadual;55025;PSD
CLAUDIA VALDENIA GOMES MAIA;CLAUDIA VALDENIA;Deputado Estadual;35744;PMB
CLAUDIO JOSÉ DE OLIVEIRA GONÇALVES;CLAUDINHO DE OLIVEIRA SOWETO;Deputado Estadual;12007;PDT
CLAUDIO CESAR SILVA APOLINARIO;CLAUDIO APOLINARIO;Deputado Estadual;55522;PSD
CLAUDIO AUGUSTO PEREIRA;CLAUDIO AUGUSTO;Deputado Estadual;14177;PTB
CLAUDIO BENVINDO BARBOSA;CLAUDIO BENVINDO;Deputado Estadual;50113;PSOL
CLAUDIO OLIVEIRA DE MESSIAS;CLAUDIO DO VALENÇA;Deputado Estadual;40440;PSB
CLAUDIO FERNANDO DE AGUIAR;CLAUDIO FERNANDO;Deputado Estadual;22380;PL
CLAUDIO MARTINS NEVES DE FRANCA;CLÁUDIO FRANÇA;Deputado Estadual;28280;PRTB
CLÁUDIO DE OLIVEIRA LEOPOLDO;CLÁUDIO NETO;Deputado Estadual;33581;PMN
CLAUDIO MASANOBU TERASAKA;CLAUDIO TERASAKA;Deputado Estadual;10511;REPUBLICANOS
CLEBER BROCH;CLEBER BROCH;Deputado Estadual;51777;PATRIOTA
CLEBER NUNES DOS SANTOS;CLEBER NUNES;Deputado Estadual;33606;PMN
CLEBER DA SILVA;CLEBER SILVA;Deputado Estadual;50015;PSOL
CLEMILTON ALVES DA SILVA;CLEMILTON SILVA;Deputado Estadual;10202;REPUBLICANOS
CLEONICE APARECIDA PEREIRA DA SILVA;CLÉO SILVA;Deputado Estadual;35054;PMB
CLEUSA APARECIDA DOS SANTOS;CLEUSA SANTOS;Deputado Estadual;10007;REPUBLICANOS
CLODOALDO APARECIDO DE MORAES;CLODOALDO DE MORAES;Deputado Estadual;22800;PL
LINDINALVA ZEFERINO DE AZEVEDO;COLEGA;Deputado Estadual;11560;PP
JOSÉ DILSON DAS CHAGAS;COLETIVO JOSÉ DILSON;Deputado Estadual;40070;PSB
ROBINSON FARINAZZO CASAL;COMANDANTE ROBINSON;Deputado Estadual;12555;PDT
MONIZ JOSE BIELAWSKI RIBEIRO;COMISSÁRIO MUNIZ;Deputado Estadual;51280;PATRIOTA
ADALBERTO JOSÉ FERREIRA;CORONEL ADALBERTO;Deputado Estadual;22193;PL
ADRIANA CRISTINA SGRIGNEIRO NUNES;CORONEL ADRIANA;Deputado Estadual;44744;UNIÃO
AMERICO MASSAKI HIGUTI;CORONEL AMÉRICO;Deputado Estadual;22038;PL
MIGUEL AFFONSO COIMBRA NETO;CORONEL COIMBRA;Deputado Estadual;28333;PRTB
LUIZ ANTONIO DINIZ DE ALMEIDA;CORONEL DINIZ;Deputado Estadual;10255;REPUBLICANOS
DJALMA DE LIMA SANTOS;CORONEL DJALMA;Deputado Estadual;28111;PRTB
FABIO ROGÉRIO CANDIDO;CORONEL FÁBIO CANDIDO;Deputado Estadual;22555;PL
FERNANDO LUIS COUTINHO NEVES;CORONEL FERNANDO NEVES;Deputado Estadual;35352;PMB
HELENA DOS SANTOS REIS;CORONEL HELENA;Deputado Estadual;10190;REPUBLICANOS
BENEDITO ROBERTO MEIRA;CORONEL MEIRA;Deputado Estadual;44193;UNIÃO
PAULO AUGUSTO LEITE MOTOOKA;CORONEL MOTOOKA;Deputado Estadual;10980;REPUBLICANOS
RELDER SANDRO DE SOUZA FIALHO;CORONEL RELDER;Deputado Estadual;20777;PSC
ROGÉRIO SILVA PEDRO;CORONEL ROGÉRIO;Deputado Estadual;55001;PSD
NELSON PEDRO ROJA JUNIOR;CORONEL ROJA;Deputado Estadual;51133;PATRIOTA
LUIS HENRIQUE USAI;CORONEL USAI;Deputado Estadual;28290;PRTB
VALDECI SILVA JUNIOR;CORONEL VALDECI;Deputado Estadual;28222;PRTB
WAGNER RODRIGUES;CORONEL WAGNER;Deputado Estadual;11999;PP
BENEDITO RODRIGUES CORREA;CORREA PROTEÇÃO;Deputado Estadual;18010;REDE
ELI CORREIA DE MELO;CORREIA DE MELO;Deputado Estadual;77111;SOLIDARIEDADE
COSMO DAMIÃO FREITAS CID;COSMO DAMIÃO;Deputado Estadual;40069;PSB
MARCELO AUGUSTO MARTINS COUBASSIER;COUBASSIER;Deputado Estadual;70150;AVANTE
EDIMAR CANDIDO DE LIMA;COWBOY EDIMAR;Deputado Estadual;15155;MDB
CRISTIANE BANHOL;CRIS BANCADA EDUCAÇÃO E LUTA;Deputado Estadual;16100;PSTU
CRISTINA ALVES DE GODOY;CRIS GODOY;Deputado Estadual;14002;PTB
CRISTIANE NOVAK;CRIS NOVAK;Deputado Estadual;28020;PRTB
MARIA CRISTINA DE OLIVEIRA;CRIS OLIVEIRA;Deputado Estadual;30130;NOVO
CRISTIANE PEREIRA MACEDO;CRIS SOPHIA;Deputado Estadual;30777;NOVO
CRISTIANE AQUINO PASTOR;CRISTIANE AQUINO;Deputado Estadual;12888;PDT
CRISTIANE SILVA DE ALMEIDA SANTOS;CRISTIANE DE AMEIDA;Deputado Estadual;19027;PODE
CRISTIANE ALEXANDRE MENDES;CRISTIANE MENDES;Deputado Estadual;43222;PV
MARIA CRISTIANE PINHEIRO;CRISTIANE PINHEIRO;Deputado Estadual;15122;MDB
CRISTIANO ALEXANDRE DA SILVA;CRISTIANO ALEXANDRE;Deputado Estadual;77003;SOLIDARIEDADE
CRISTIANO MOREIRA PINTO BERALDO;CRISTIANO BERALDO;Deputado Estadual;44555;UNIÃO
CRISTINA DOS SANTOS;CRISTINA DA CRECHE;Deputado Estadual;14004;PTB
CRISTINA APARECIDA TEIXEIRA CORDEIRO DE JESUS;CRISTINA DA ENFERMAGEM;Deputado Estadual;14500;PTB
ANTONIO DA CUNHA LIMA;CUNHA LIMA;Deputado Estadual;28628;PRTB
CYNTHIA MICHELS;CYNTHIA MICHELS;Deputado Estadual;40888;PSB
DACIO BERALDO BICUDO;DÁCIO - COLETIVO ARTE +;Deputado Estadual;43043;PV
ANTONIO D'AGOSTINO;DAGOSTINO;Deputado Estadual;28099;PRTB
DAILAS RODRIGUES DA SILVA SOARES;DAILAS RODRIGUES;Deputado Estadual;36301;AGIR
ANTONIO DIRCEU DALBEN;DALBEN;Deputado Estadual;23456;CIDADANIA
DALCIDES BATISTA DA SILVA NETO;DALCIDES NETO;Deputado Estadual;15777;MDB
DALTON TADEU IZZO JUNIOR;DALTON IZZO;Deputado Estadual;35777;PMB
DANIELE SOUZA AKAMINE;DANI AKAMINE;Deputado Estadual;15014;MDB
DANIELE MAZUQUELI ALONSO;DANI ALONSO;Deputado Estadual;22322;PL
DANIELLE MARINHO RABELO;DANI RABELO;Deputado Estadual;12013;PDT
DANIELA APARECIDA RODRIGUEIRO;DANI RODRIGUEIRO;Deputado Estadual;12012;PDT
DANIEL HENRIQUE SILVA BASSI;DANIEL BASSI;Deputado Estadual;45444;PSDB
DANIEL RODRIGUES BRANDO;DANIEL DA GENTE;Deputado Estadual;35678;PMB
DANIEL GIROTTO;DANIEL GIROTTO;Deputado Estadual;15522;MDB
DANIEL DA ROCHA MARTINI;DANIEL MARTINI;Deputado Estadual;19200;PODE
DANIEL JOSÉ MILLER DE AZEVEDO;DANIEL MILLER XERIFE;Deputado Estadual;11120;PP
DANIEL ARAUJO NEVES SANTIAGO LIMA;DANIEL NEVES;Deputado Estadual;19992;PODE
DANIEL BEZERRA RIBEIRO SOARES;DANIEL SOARES;Deputado Estadual;44111;UNIÃO
MARIA DANIELA NOGUEIRA DONI;DANIELA NOGUEIRA;Deputado Estadual;36088;AGIR
MARIA DANIELA NOGUEIRA DONI;DANIELA NOGUEIRA;Deputado Estadual;36088;AGIR
DANIELLE SANTOS SILVA;DANIELLE FRANÇA;Deputado Estadual;45150;PSDB
DANIELLI CRISTIAN CARDOSO RÔA;DANIELLI RÔA;Deputado Estadual;30303;NOVO
DANILO BERTIPAGLIA BARNABÉ;DANILO BARNABÉ;Deputado Estadual;22223;PL
DANILO PRISEAJNIUC BIFONE;DANILO BIFONE;Deputado Estadual;50111;PSOL
DANILO CESAR CAMPETTI;DANILO CAMPETTI;Deputado Estadual;10017;REPUBLICANOS
DANILO MARTINS DE OLIVEIRA FRANÇA;DANILO FRANÇA;Deputado Estadual;35005;PMB
DANILO RIDYER PALMA;DANILO PALMA;Deputado Estadual;35555;PMB
DANIELLE GOMES DE CARVALHO;DANNI BRAZIL;Deputado Estadual;28444;PRTB
DANIELE ANSELMO DE MORAIS;DANNY;Deputado Estadual;28070;PRTB
IRANILDO DANTAS;DANTAS;Deputado Estadual;90222;PROS
DARCI RAMOS VITÓRIO;DARCI RAMOS VITORIO;Deputado Estadual;50157;PSOL
DÁRIO CASSIANO DE SOUZA;DÁRIO CASSIANO;Deputado Estadual;20250;PSC
DAVI BENEDITO DOS SANTOS;DAVI BENEDITO;Deputado Estadual;51622;PATRIOTA
DAVI PIRES BATISTA;DAVI PIRES;Deputado Estadual;70000;AVANTE
DAVI AMORIM DE OLIVEIRA;DAVI SACER;Deputado Estadual;70500;AVANTE
DAVID CRISTIAN DE OLIVEIRA;DAVID AVANTE;Deputado Estadual;70270;AVANTE
CHU NENG TE;DAVID CHU;Deputado Estadual;90899;PROS
DAVID MONTEIRO DE MELLO;DAVID MONTEIRO;Deputado Estadual;28555;PRTB
DAVID DOS REIS RODRIGUES SABACIANSKIS;DAVID REIS;Deputado Estadual;77001;SOLIDARIEDADE
DAVID SANTANA DA SILVA;DAVID SANTANA;Deputado Estadual;40303;PSB
JOSÉ ALVIM FILHO;DÉ ALVIM;Deputado Estadual;77513;SOLIDARIEDADE
DÉBORA ALVES CAMILO;DÉBORA CAMILO;Deputado Estadual;50500;PSOL
DÉBORA CRISTIANE FIRMO DORIA;DÉBORA FIRMO;Deputado Estadual;50999;PSOL
DÉBORA MARCONDES SILVA FERRARESI;DÉBORA MARCONDES;Deputado Estadual;45500;PSDB
DEBORA MEIKO IKEJIRI;DÉBORA MEIKO;Deputado Estadual;77215;SOLIDARIEDADE
DEBORA CRISTINA DA MOTA;DEBORA MOTA;Deputado Estadual;90590;PROS
DECIO MARMIROLLI;DECIO MARMIROLLI;Deputado Estadual;55015;PSD
EDVAN JOSE DOS SANTOS;DEFENSOR DAS MULHERES;Deputado Estadual;40096;PSB
DEIDILAN LIANG CORREIA DE SOUZA;DEI LIANG;Deputado Estadual;33700;PMN
ANDREIA TEIXEIRA BATISTA;DEIA ZULU AFROFUTURISTA;Deputado Estadual;13500;PT
DEISE DUARTE;DEISE DUARTE;Deputado Estadual;19798;PODE
DEJANIRA VICENCIA SANTOS ALVES;DEJANIRA TARZAN;Deputado Estadual;12612;PDT
ADAUTO VIANA JUNIOR;DELEG. FEDERAL TENENTE ADAUTO;Deputado Estadual;14141;PTB
GRACIELA DE LOURDES DAVID AMBROSIO;DELEGADA GRACIELA;Deputado Estadual;22888;PL
MARISTELA MORESCHI RIBEIRO NADER;DELEGADA MARISTELA;Deputado Estadual;19454;PODE
RAQUEL KOBASHI GALLINATI LOMBARDI;DELEGADA RAQUEL;Deputado Estadual;22180;PL
ADOLPHO HENRIQUE DE PAULA RAMOS;DELEGADO ADOLPHO HENRIQUE;Deputado Estadual;15888;MDB
FABIANO RUEDA AMORIM;DELEGADO FABIANO;Deputado Estadual;77055;SOLIDARIEDADE
GUSTAVO MESQUITA GALVÃO BUENO;DELEGADO GUSTAVO MESQUITA;Deputado Estadual;20600;PSC
HELIO BRESSAN;DELEGADO HELIO BRESSAN;Deputado Estadual;55555;PSD
HUGO PEREIRA DE CASTRO;DELEGADO HUGO;Deputado Estadual;22181;PL
ANTONIO ASSUNÇÃO DE OLIM;DELEGADO OLIM;Deputado Estadual;11777;PP
RENATO PUPO DE PAULA;DELEGADO RENATO PUPO;Deputado Estadual;45454;PSDB
REINALDO RÚBIO RODA;DELEGADO RODA;Deputado Estadual;40051;PSB
LUIZ AUGUSTO ROMANI DE OLIVEIRA;DELEGADO ROMANI;Deputado Estadual;90011;PROS
DENIVIA ROSA DOS SANTOS OLIVEIRA;DENIVIA BEVIOT;Deputado Estadual;14060;PTB
DENE IRENO DE SOUSA;DENNE SOUSA;Deputado Estadual;14300;PTB
DEOCLÉCIO KAWAHATA PLACCO;DEOCLÉCIO PLACCO UNS E OUTROS;Deputado Estadual;51033;PATRIOTA
DEOMERCE DE SOUZA DAMASCENO;DEOMERCE DAMASCENO;Deputado Estadual;44018;UNIÃO
MARIA DAS MERCES CANDIDA DE ARAUJO;DEUSA;Deputado Estadual;70113;AVANTE
MARCELO RIBEIRO COSTA;DI FIORI;Deputado Estadual;11700;PP
RAPHAEL DIAS FERNANDES NETO;DIAS;Deputado Estadual;90707;PROS
ALDENIR DIAS DOS SANTOS;DIDA COLETIVO EM TODAS LUTAS;Deputado Estadual;50013;PSOL
DIEGO LOPES DEL RIO;DIEGO DEL RIO;Deputado Estadual;15150;MDB
DIEGO WEIDEMANN RACHE VITELLO;DIEGO VITELLO;Deputado Estadual;50160;PSOL
DIEGO VOLGARINE PARDAL;DIEGO WOLG;Deputado Estadual;20001;PSC
ADRIANO SANTANA DOS SANTOS;DIKA XIQUE XIQUE;Deputado Estadual;19456;PODE
FRANCISCA NILMAR ARRAES MANOEL;DILMA ARRAES;Deputado Estadual;13888;PT
DILSO PANTALEÃO MANZANO;DILSINHO PANTALEÃO;Deputado Estadual;51700;PATRIOTA
DINACI FERREIRA OLEAN;DINÁ OLEAN;Deputado Estadual;45575;PSDB
MOISES JULIANO MONTIEL;DINHO MONTIEL;Deputado Estadual;77997;SOLIDARIEDADE
DIONE FRANCISCO DA SILVA;DÍONEFCS;Deputado Estadual;28311;PRTB
RICARDO REIS DE OLIVEIRA;DJ NEGRO RICO RZO;Deputado Estadual;15321;MDB
DJALMA NERY FERREIRA NETO;DJALMA NERY;Deputado Estadual;50501;PSOL
WENDELL BRAZ NICOLICHE;DODÔ NICOLICHE;Deputado Estadual;14110;PTB
DOUGLAS AMPARADO CABRAL;DODÔ NOVENTA;Deputado Estadual;40690;PSB
CELSO DA LUZ GUEDES;DOM ALEMÃO;Deputado Estadual;33377;PMN
DOMINGOS COSTA MINÉZIO GALLÉ;DOMINGOS GALLÉ;Deputado Estadual;45007;PSDB
AUREA ROCHA;DONA AUREA;Deputado Estadual;10699;REPUBLICANOS
SEVERINA BENEDITA DA SILVA;DONA FLOR;Deputado Estadual;28994;PRTB
JURACY DA CONCEIÇÃO DOS SANTOS;DONA JURA;Deputado Estadual;44050;UNIÃO
GERLANY FELISMINO DE LIMA ROCHA;DONA NENÉM;Deputado Estadual;10780;REPUBLICANOS
MARIA ROSA DE ALBUQUERQUE;DONA ROSA;Deputado Estadual;27653;DC
ANTONIO DONATO MADORMO;DONATO;Deputado Estadual;13700;PT
LUIZ CARLOS DONEGÁ NETO;DONEGÁ NETO;Deputado Estadual;10234;REPUBLICANOS
DONIZETI APARECIDO ALVES FERREIRA;DONIZETI RAÍZES DA TERRA;Deputado Estadual;43430;PV
DORALICE SOUZA MATOS FAUSTINO;DORA SOUZA;Deputado Estadual;33277;PMN
MARIA DAS DORES ALVES SILVA;DORINHA ALVES;Deputado Estadual;43007;PV
DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA;DOUGLAS AUGUSTO;Deputado Estadual;12123;PDT
DOUGLAS ALBERTO SANTOS;DOUGLAS CARBONNE;Deputado Estadual;10500;REPUBLICANOS
DOUGLAS BORGONI;DOUGLAS DFCAR;Deputado Estadual;19699;PODE
DOUGLAS KAJFES GARCIA;DOUGLAS KAJFES;Deputado Estadual;35550;PMB
DOUGLAS MARTINS DE SOUZA;DOUGLAS MARTINS;Deputado Estadual;13003;PT
DOUGLAS SOLANO DAS NEVES;DOUGLAS SOLANO;Deputado Estadual;36007;AGIR
DOUGLAS HENRIQUE DE OLIVEIRA;DOUTOR DOUGLAS OLIVEIRA;Deputado Estadual;30190;NOVO
LI LI MIN;DOUTOR LI;Deputado Estadual;23888;CIDADANIA
JOÃO VANE CAVALCANTI REIS;DOUTOR REIS;Deputado Estadual;70400;AVANTE
ADEMIR MARTINS BOAVENTURA;DR ADEMIR;Deputado Estadual;15315;MDB
ALDO FERNANDO NUNES;DR ALDO NUNES MÉDICO DO POVO;Deputado Estadual;19192;PODE
MARCOS MONTANI CASEIRO;DR CASEIRO;Deputado Estadual;13192;PT
CASEMIRO DOS REIS JÚNIOR;DR CASEMIRO;Deputado Estadual;12321;PDT
LUIZ DE SOUSA CHAGAS;DR CHAGAS;Deputado Estadual;70170;AVANTE
JOSÉ GARRIS DEL VALLE;DR DEL VALLE;Deputado Estadual;55200;PSD
DIOGO DE FREITAS VALEIRO GARCIA;DR DIOGO GARCIA;Deputado Estadual;30007;NOVO
EDISON LOURENÇO RICCOMI;DR EDISON RICCOMI;Deputado Estadual;10101;REPUBLICANOS
EDSON RODRIGUES;DR EDSON DA PAIOL;Deputado Estadual;19777;PODE
EDUARDO CARNEIRO MARTINS;DR EDUARDO CARNEIRO;Deputado Estadual;19300;PODE
CARLOS EDUARDO NOBREGA;DR EDUARDO NÓBREGA;Deputado Estadual;19714;PODE
ELVIO ANTONIO PINOTTI NETO;DR ELVIO PINOTTI;Deputado Estadual;19088;PODE
FABRICIO SANCHES MESTRINER;DR FABRICIO MESTRINER;Deputado Estadual;40283;PSB
FERNANDO LUCCHESI ANTUNES DE OLIVEIRA;DR FERNANDO OLIVEIRA;Deputado Estadual;55755;PSD
FLAVIO ROBERTO SALATINO;DR FLAVIO SALATINO;Deputado Estadual;11234;PP
CARLOS JOSE GASPAR;DR GASPAR;Deputado Estadual;44011;UNIÃO
HERY WALDIR KATTWINKEL JUNIOR;DR HERY;Deputado Estadual;77788;SOLIDARIEDADE
HUMBERTO YUTAKA NAKAMURA;DR HUMBERTO;Deputado Estadual;55009;PSD
JOSE CARLOS RICARDO;DR JOSE CARLOS RICARDO;Deputado Estadual;90009;PROS
LEANDRO ALTRÃO MARTINES;DR LEANDRO ALTRÃO;Deputado Estadual;40192;PSB
LINDEMBERG MELO GONCALVES;DR LINDEMBERG;Deputado Estadual;14221;PTB
MARCELO COSTA MORAES;DR MARCELO MORAES;Deputado Estadual;14124;PTB
MARCOS MENDES DA SILVA;DR MARCOS MENDES;Deputado Estadual;19911;PODE
MAURO CESAR RAMOS DE ALMEIDA;DR MAURO;Deputado Estadual;15900;MDB
MOHAMED AHMED YOUSSEF;DR MOHAMED YOUSSEF;Deputado Estadual;15015;MDB
PEDRO LUIZ CONTI MARIOZI;DR PEDRO MARIOZI;Deputado Estadual;10450;REPUBLICANOS
JOSEPH RAFFOUL JUNIOR;DR RAFU JR;Deputado Estadual;22622;PL
RAUL APARECIDO GONÇALVES PAULA;DR RAUL;Deputado Estadual;19000;PODE
RENAN MARINO;DR RENAN;Deputado Estadual;51122;PATRIOTA
RENE SILVEIRA;DR RENE SILVEIRA;Deputado Estadual;28888;PRTB
ROBERTO MIGUEL REY JUNIOR;DR REY DR HOLLYWOOD;Deputado Estadual;19069;PODE
RICARDO DIAS;DR RICARDO DIAS;Deputado Estadual;70940;AVANTE
RICARDO CRUZ DE REZENDE PAOLIELLO;DR RICARDO PAOLIELLO;Deputado Estadual;14007;PTB
